#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P52630	uniprotkb:P17181	intact:EBI-1546963|uniprotkb:Q16430|uniprotkb:Q16431|uniprotkb:B4DLC7|uniprotkb:G3V2M6|uniprotkb:Q9UDL4|intact:EBI-10989287	intact:EBI-1547250|uniprotkb:B4DNT3|uniprotkb:D3DSF0|uniprotkb:B2R6L9|uniprotkb:Q53GW9|uniprotkb:Q53H11|uniprotkb:Q8WTZ2|uniprotkb:Q6PKD7|uniprotkb:Q7M4L2	psi-mi:stat2_human(display_long)|uniprotkb:p113(gene name synonym)|uniprotkb:STAT2(gene name)|psi-mi:STAT2(display_short)	psi-mi:inar1_human(display_long)|uniprotkb:Type I interferon receptor 1(gene name synonym)|uniprotkb:Cytokine receptor family 2 member 1(gene name synonym)|uniprotkb:Cytokine receptor class-II member 1(gene name synonym)|uniprotkb:IFNAR1(gene name)|psi-mi:IFNAR1(display_short)|uniprotkb:IFNAR(gene name synonym)	psi-mi:"MI:0096"(pull down)	Saleh et al. (2002)	pubmed:12220192|mint:MINT-6731487	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT)	intact:EBI-8524332|mint:MINT-8029488	intact-miscore:0.76
uniprotkb:P42224	uniprotkb:P17181	intact:EBI-1057697|uniprotkb:Q53S88|uniprotkb:Q53XW4|uniprotkb:B2RCA0|uniprotkb:D3DPI7|uniprotkb:Q9UDL5|uniprotkb:A8K989|uniprotkb:D2KFR8|uniprotkb:Q68D00	intact:EBI-1547250|uniprotkb:B4DNT3|uniprotkb:D3DSF0|uniprotkb:B2R6L9|uniprotkb:Q53GW9|uniprotkb:Q53H11|uniprotkb:Q8WTZ2|uniprotkb:Q6PKD7|uniprotkb:Q7M4L2	psi-mi:stat1_human(display_long)|uniprotkb:Transcription factor ISGF-3 components p91/p84(gene name synonym)|uniprotkb:STAT1(gene name)|psi-mi:STAT1(display_short)	psi-mi:inar1_human(display_long)|uniprotkb:Type I interferon receptor 1(gene name synonym)|uniprotkb:Cytokine receptor family 2 member 1(gene name synonym)|uniprotkb:Cytokine receptor class-II member 1(gene name synonym)|uniprotkb:IFNAR1(gene name)|psi-mi:IFNAR1(display_short)|uniprotkb:IFNAR(gene name synonym)	psi-mi:"MI:0096"(pull down)	Li et al. (1997)	mint:MINT-6730748|pubmed:9121453|imex:IM-24696	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-11358765|imex:IM-24696-1	intact-miscore:0.50
uniprotkb:P05000	uniprotkb:P17181	intact:EBI-4394437|uniprotkb:Q13168|uniprotkb:Q5U802|uniprotkb:Q5VWD0|uniprotkb:Q7M4P5	intact:EBI-1547250|uniprotkb:B4DNT3|uniprotkb:D3DSF0|uniprotkb:B2R6L9|uniprotkb:Q53GW9|uniprotkb:Q53H11|uniprotkb:Q8WTZ2|uniprotkb:Q6PKD7|uniprotkb:Q7M4L2	psi-mi:ifnw1_human(display_long)|uniprotkb:IFNW1(gene name)|psi-mi:IFNW1(display_short)|uniprotkb:Interferon alpha-II-1(gene name synonym)	psi-mi:inar1_human(display_long)|uniprotkb:Type I interferon receptor 1(gene name synonym)|uniprotkb:Cytokine receptor family 2 member 1(gene name synonym)|uniprotkb:Cytokine receptor class-II member 1(gene name synonym)|uniprotkb:IFNAR1(gene name)|psi-mi:IFNAR1(display_short)|uniprotkb:IFNAR(gene name synonym)	psi-mi:"MI:0114"(x-ray crystallography)	Thomas et al. (2011)	pubmed:21854986|imex:IM-16594	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-4394458|wwpdb:3SE4|imex:IM-16594-2	intact-miscore:0.44
uniprotkb:P01563	uniprotkb:P17181	intact:EBI-4394394|uniprotkb:P01564|uniprotkb:Q14606|uniprotkb:Q96KI6|uniprotkb:H2DF54|uniprotkb:H2DF55|uniprotkb:Q6DJX8	intact:EBI-1547250|uniprotkb:B4DNT3|uniprotkb:D3DSF0|uniprotkb:B2R6L9|uniprotkb:Q53GW9|uniprotkb:Q53H11|uniprotkb:Q8WTZ2|uniprotkb:Q6PKD7|uniprotkb:Q7M4L2	psi-mi:ifna2_human(display_long)|uniprotkb:IFNA2A(gene name synonym)|uniprotkb:IFNA2B(gene name synonym)|uniprotkb:IFNA2C(gene name synonym)|uniprotkb:IFNA2(gene name)|psi-mi:IFNA2(display_short)|uniprotkb:Interferon alpha-A(gene name synonym)	psi-mi:inar1_human(display_long)|uniprotkb:Type I interferon receptor 1(gene name synonym)|uniprotkb:Cytokine receptor family 2 member 1(gene name synonym)|uniprotkb:Cytokine receptor class-II member 1(gene name synonym)|uniprotkb:IFNAR1(gene name)|psi-mi:IFNAR1(display_short)|uniprotkb:IFNAR(gene name synonym)	psi-mi:"MI:0114"(x-ray crystallography)	Thomas et al. (2011)	pubmed:21854986|imex:IM-16594	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-4394531|wwpdb:3SE3|imex:IM-16594-3	intact-miscore:0.40
uniprotkb:Q60855	uniprotkb:P33896	intact:EBI-529119|uniprotkb:Q8CD90|uniprotkb:Q3U0J3	intact:EBI-1569188|uniprotkb:Q80UJ3	psi-mi:ripk1_mouse(display_long)|uniprotkb:Cell death protein RIP(gene name synonym)|uniprotkb:Receptor-interacting protein 1(gene name synonym)|uniprotkb:Ripk1(gene name)|psi-mi:Ripk1(display_short)|uniprotkb:Rinp(gene name synonym)|uniprotkb:Rip(gene name synonym)	psi-mi:inar1_mouse(display_long)|uniprotkb:Ifnar1(gene name)|psi-mi:Ifnar1(display_short)|uniprotkb:Ifar(gene name synonym)|uniprotkb:Ifnar(gene name synonym)|uniprotkb:Type I interferon receptor 1(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Robinson et al. (2012)	pubmed:22922364|imex:IM-20794	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0974"(InnateDB)	intact:EBI-6666644|imex:IM-20794-2	intact-miscore:0.46
uniprotkb:Q9UKB1	uniprotkb:P17181	intact:EBI-355189|uniprotkb:B2RC98|uniprotkb:Q9P2S8|uniprotkb:Q9P2S9|uniprotkb:Q9Y4C6	intact:EBI-1547250|uniprotkb:B4DNT3|uniprotkb:D3DSF0|uniprotkb:B2R6L9|uniprotkb:Q53GW9|uniprotkb:Q53H11|uniprotkb:Q8WTZ2|uniprotkb:Q6PKD7|uniprotkb:Q7M4L2	psi-mi:fbw1b_human(display_long)|uniprotkb:F-box/WD repeat-containing protein 1B(gene name synonym)|uniprotkb:F-box and WD repeats protein beta-TrCP2(gene name synonym)|uniprotkb:Homologous to Slimb protein(gene name synonym)|uniprotkb:KIAA0696(gene name synonym)|uniprotkb:FBXW11(gene name)|psi-mi:FBXW11(display_short)|uniprotkb:BTRCP2(gene name synonym)|uniprotkb:FBW1B(gene name synonym)|uniprotkb:FBXW1B(gene name synonym)	psi-mi:inar1_human(display_long)|uniprotkb:Type I interferon receptor 1(gene name synonym)|uniprotkb:Cytokine receptor family 2 member 1(gene name synonym)|uniprotkb:Cytokine receptor class-II member 1(gene name synonym)|uniprotkb:IFNAR1(gene name)|psi-mi:IFNAR1(display_short)|uniprotkb:IFNAR(gene name synonym)	psi-mi:"MI:0096"(pull down)	Kumar et al. (2003)	pubmed:14532120|imex:IM-21701	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-8838028|imex:IM-21701-4	intact-miscore:0.64
uniprotkb:Q9UKB1	uniprotkb:P33896	intact:EBI-355189|uniprotkb:B2RC98|uniprotkb:Q9P2S8|uniprotkb:Q9P2S9|uniprotkb:Q9Y4C6	intact:EBI-1569188|uniprotkb:Q80UJ3	psi-mi:fbw1b_human(display_long)|uniprotkb:F-box/WD repeat-containing protein 1B(gene name synonym)|uniprotkb:F-box and WD repeats protein beta-TrCP2(gene name synonym)|uniprotkb:Homologous to Slimb protein(gene name synonym)|uniprotkb:KIAA0696(gene name synonym)|uniprotkb:FBXW11(gene name)|psi-mi:FBXW11(display_short)|uniprotkb:BTRCP2(gene name synonym)|uniprotkb:FBW1B(gene name synonym)|uniprotkb:FBXW1B(gene name synonym)	psi-mi:inar1_mouse(display_long)|uniprotkb:Ifnar1(gene name)|psi-mi:Ifnar1(display_short)|uniprotkb:Ifar(gene name synonym)|uniprotkb:Ifnar(gene name synonym)|uniprotkb:Type I interferon receptor 1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Kumar et al. (2003)	pubmed:14532120|imex:IM-21701	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-8838049|imex:IM-21701-5	intact-miscore:0.40
uniprotkb:Q9UKB1	uniprotkb:P17181	intact:EBI-355189|uniprotkb:B2RC98|uniprotkb:Q9P2S8|uniprotkb:Q9P2S9|uniprotkb:Q9Y4C6	intact:EBI-1547250|uniprotkb:B4DNT3|uniprotkb:D3DSF0|uniprotkb:B2R6L9|uniprotkb:Q53GW9|uniprotkb:Q53H11|uniprotkb:Q8WTZ2|uniprotkb:Q6PKD7|uniprotkb:Q7M4L2	psi-mi:fbw1b_human(display_long)|uniprotkb:F-box/WD repeat-containing protein 1B(gene name synonym)|uniprotkb:F-box and WD repeats protein beta-TrCP2(gene name synonym)|uniprotkb:Homologous to Slimb protein(gene name synonym)|uniprotkb:KIAA0696(gene name synonym)|uniprotkb:FBXW11(gene name)|psi-mi:FBXW11(display_short)|uniprotkb:BTRCP2(gene name synonym)|uniprotkb:FBW1B(gene name synonym)|uniprotkb:FBXW1B(gene name synonym)	psi-mi:inar1_human(display_long)|uniprotkb:Type I interferon receptor 1(gene name synonym)|uniprotkb:Cytokine receptor family 2 member 1(gene name synonym)|uniprotkb:Cytokine receptor class-II member 1(gene name synonym)|uniprotkb:IFNAR1(gene name)|psi-mi:IFNAR1(display_short)|uniprotkb:IFNAR(gene name synonym)	psi-mi:"MI:0096"(pull down)	Kumar et al. (2003)	pubmed:14532120|imex:IM-21701	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-8852374|imex:IM-21701-9	intact-miscore:0.64
uniprotkb:Q9UKB1	uniprotkb:P17181	intact:EBI-355189|uniprotkb:B2RC98|uniprotkb:Q9P2S8|uniprotkb:Q9P2S9|uniprotkb:Q9Y4C6	intact:EBI-1547250|uniprotkb:B4DNT3|uniprotkb:D3DSF0|uniprotkb:B2R6L9|uniprotkb:Q53GW9|uniprotkb:Q53H11|uniprotkb:Q8WTZ2|uniprotkb:Q6PKD7|uniprotkb:Q7M4L2	psi-mi:fbw1b_human(display_long)|uniprotkb:F-box/WD repeat-containing protein 1B(gene name synonym)|uniprotkb:F-box and WD repeats protein beta-TrCP2(gene name synonym)|uniprotkb:Homologous to Slimb protein(gene name synonym)|uniprotkb:KIAA0696(gene name synonym)|uniprotkb:FBXW11(gene name)|psi-mi:FBXW11(display_short)|uniprotkb:BTRCP2(gene name synonym)|uniprotkb:FBW1B(gene name synonym)|uniprotkb:FBXW1B(gene name synonym)	psi-mi:inar1_human(display_long)|uniprotkb:Type I interferon receptor 1(gene name synonym)|uniprotkb:Cytokine receptor family 2 member 1(gene name synonym)|uniprotkb:Cytokine receptor class-II member 1(gene name synonym)|uniprotkb:IFNAR1(gene name)|psi-mi:IFNAR1(display_short)|uniprotkb:IFNAR(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Kumar et al. (2003)	pubmed:14532120|imex:IM-21701	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-8838007|imex:IM-21701-2	intact-miscore:0.64
uniprotkb:Q9UKB1	uniprotkb:P17181	intact:EBI-355189|uniprotkb:B2RC98|uniprotkb:Q9P2S8|uniprotkb:Q9P2S9|uniprotkb:Q9Y4C6	intact:EBI-1547250|uniprotkb:B4DNT3|uniprotkb:D3DSF0|uniprotkb:B2R6L9|uniprotkb:Q53GW9|uniprotkb:Q53H11|uniprotkb:Q8WTZ2|uniprotkb:Q6PKD7|uniprotkb:Q7M4L2	psi-mi:fbw1b_human(display_long)|uniprotkb:F-box/WD repeat-containing protein 1B(gene name synonym)|uniprotkb:F-box and WD repeats protein beta-TrCP2(gene name synonym)|uniprotkb:Homologous to Slimb protein(gene name synonym)|uniprotkb:KIAA0696(gene name synonym)|uniprotkb:FBXW11(gene name)|psi-mi:FBXW11(display_short)|uniprotkb:BTRCP2(gene name synonym)|uniprotkb:FBW1B(gene name synonym)|uniprotkb:FBXW1B(gene name synonym)	psi-mi:inar1_human(display_long)|uniprotkb:Type I interferon receptor 1(gene name synonym)|uniprotkb:Cytokine receptor family 2 member 1(gene name synonym)|uniprotkb:Cytokine receptor class-II member 1(gene name synonym)|uniprotkb:IFNAR1(gene name)|psi-mi:IFNAR1(display_short)|uniprotkb:IFNAR(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Kumar et al. (2003)	pubmed:14532120|imex:IM-21701	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-8838089|imex:IM-21701-7	intact-miscore:0.64
