#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P14317	uniprotkb:Q9H788	intact:EBI-750369|uniprotkb:B4DQ69|uniprotkb:Q53Y93|uniprotkb:Q6IBK9|uniprotkb:Q9UDK0	intact:EBI-747035|uniprotkb:Q5XKC1|uniprotkb:Q6NXE9|uniprotkb:Q86YM2|uniprotkb:Q96C88|uniprotkb:Q9H7F7|intact:EBI-2558037|uniprotkb:B4DDR1	psi-mi:hcls1_human(display_long)|uniprotkb:Hematopoietic cell-specific LYN substrate 1(gene name synonym)|uniprotkb:LckBP1(gene name synonym)|uniprotkb:p75(gene name synonym)|uniprotkb:HCLS1(gene name)|psi-mi:HCLS1(display_short)|uniprotkb:HS1(gene name synonym)	psi-mi:sh24a_human(display_long)|uniprotkb:SH2A(gene name synonym)|uniprotkb:"Protein SH(2)A"(gene name synonym)|uniprotkb:PPP1R38(gene name synonym)|uniprotkb:Protein phosphatase 1 regulatory subunit 38(gene name synonym)|uniprotkb:SH2D4A(gene name)|psi-mi:SH2D4A(display_short)	psi-mi:"MI:0397"(two hybrid array)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-23030807|imex:IM-25472-39347	author score:0.899450348789|intact-miscore:0.83
uniprotkb:P14317	uniprotkb:Q9H788	intact:EBI-750369|uniprotkb:B4DQ69|uniprotkb:Q53Y93|uniprotkb:Q6IBK9|uniprotkb:Q9UDK0	intact:EBI-747035|uniprotkb:Q5XKC1|uniprotkb:Q6NXE9|uniprotkb:Q86YM2|uniprotkb:Q96C88|uniprotkb:Q9H7F7|intact:EBI-2558037|uniprotkb:B4DDR1	psi-mi:hcls1_human(display_long)|uniprotkb:Hematopoietic cell-specific LYN substrate 1(gene name synonym)|uniprotkb:LckBP1(gene name synonym)|uniprotkb:p75(gene name synonym)|uniprotkb:HCLS1(gene name)|psi-mi:HCLS1(display_short)|uniprotkb:HS1(gene name synonym)	psi-mi:sh24a_human(display_long)|uniprotkb:SH2A(gene name synonym)|uniprotkb:"Protein SH(2)A"(gene name synonym)|uniprotkb:PPP1R38(gene name synonym)|uniprotkb:Protein phosphatase 1 regulatory subunit 38(gene name synonym)|uniprotkb:SH2D4A(gene name)|psi-mi:SH2D4A(display_short)	psi-mi:"MI:1112"(two hybrid prey pooling approach)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-24898173|imex:IM-25472-14447	author score:0.899450348789|intact-miscore:0.83
uniprotkb:P14317	uniprotkb:P78314-3	intact:EBI-750369|uniprotkb:B4DQ69|uniprotkb:Q53Y93|uniprotkb:Q6IBK9|uniprotkb:Q9UDK0	intact:EBI-12304031	psi-mi:hcls1_human(display_long)|uniprotkb:Hematopoietic cell-specific LYN substrate 1(gene name synonym)|uniprotkb:LckBP1(gene name synonym)|uniprotkb:p75(gene name synonym)|uniprotkb:HCLS1(gene name)|psi-mi:HCLS1(display_short)|uniprotkb:HS1(gene name synonym)	psi-mi:p78314-3(display_long)|uniprotkb:SH3BP2(gene name)|psi-mi:SH3BP2(display_short)|uniprotkb:3BP2(gene name synonym)|uniprotkb:RES4-23(orf name)	psi-mi:"MI:1112"(two hybrid prey pooling approach)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-24871668|imex:IM-25472-13003	author score:0.824363265662|intact-miscore:0.56
uniprotkb:P14317	uniprotkb:O14672	intact:EBI-750369|uniprotkb:B4DQ69|uniprotkb:Q53Y93|uniprotkb:Q6IBK9|uniprotkb:Q9UDK0	intact:EBI-1536151|uniprotkb:B4DU28|uniprotkb:Q10742|uniprotkb:Q92650	psi-mi:hcls1_human(display_long)|uniprotkb:Hematopoietic cell-specific LYN substrate 1(gene name synonym)|uniprotkb:LckBP1(gene name synonym)|uniprotkb:p75(gene name synonym)|uniprotkb:HCLS1(gene name)|psi-mi:HCLS1(display_short)|uniprotkb:HS1(gene name synonym)	psi-mi:ada10_human(display_long)|uniprotkb:ADAM10(gene name)|psi-mi:ADAM10(display_short)|uniprotkb:KUZ(gene name synonym)|uniprotkb:MADM(gene name synonym)|uniprotkb:Mammalian disintegrin-metalloprotease(gene name synonym)|uniprotkb:Kuzbanian protein homolog(gene name synonym)|uniprotkb:CDw156(gene name synonym)	psi-mi:"MI:0084"(phage display)	Ebsen et al. (2013)	pubmed:25036101|imex:IM-27451	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0486"(UniProt)	intact:EBI-21223290|imex:IM-27451-83	intact-miscore:0.44
uniprotkb:P49710	uniprotkb:P06240	intact:EBI-924601|uniprotkb:Q922I8	intact:EBI-1401|uniprotkb:Q62320|uniprotkb:Q61795|uniprotkb:Q61794|uniprotkb:Q91X65	psi-mi:hcls1_mouse(display_long)|uniprotkb:Hcls1(gene name)|psi-mi:Hcls1(display_short)|uniprotkb:Hs1(gene name synonym)|uniprotkb:Hematopoietic cell-specific LYN substrate 1(gene name synonym)|uniprotkb:LckBP1(gene name synonym)	psi-mi:lck_mouse(display_long)|uniprotkb:Lymphocyte cell-specific protein-tyrosine kinase(gene name synonym)|uniprotkb:p56-LCK(gene name synonym)|uniprotkb:Leukocyte C-terminal Src kinase(gene name synonym)|uniprotkb:Lck(gene name)|psi-mi:Lck(display_short)|uniprotkb:Lsk-t(gene name synonym)	psi-mi:"MI:0049"(filter binding)	Takemoto et al. (1995)	mint:MINT-5220467|pubmed:7628441|imex:IM-13915	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-8592097|mint:MINT-72756|imex:IM-13915-4	intact-miscore:0.70
uniprotkb:P49710	uniprotkb:P06240	intact:EBI-924601|uniprotkb:Q922I8	intact:EBI-1401|uniprotkb:Q62320|uniprotkb:Q61795|uniprotkb:Q61794|uniprotkb:Q91X65	psi-mi:hcls1_mouse(display_long)|uniprotkb:Hcls1(gene name)|psi-mi:Hcls1(display_short)|uniprotkb:Hs1(gene name synonym)|uniprotkb:Hematopoietic cell-specific LYN substrate 1(gene name synonym)|uniprotkb:LckBP1(gene name synonym)	psi-mi:lck_mouse(display_long)|uniprotkb:Lymphocyte cell-specific protein-tyrosine kinase(gene name synonym)|uniprotkb:p56-LCK(gene name synonym)|uniprotkb:Leukocyte C-terminal Src kinase(gene name synonym)|uniprotkb:Lck(gene name)|psi-mi:Lck(display_short)|uniprotkb:Lsk-t(gene name synonym)	psi-mi:"MI:0049"(filter binding)	Takemoto et al. (1995)	mint:MINT-5220467|pubmed:7628441|imex:IM-13915	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-8592175|mint:MINT-72887|imex:IM-13915-3	intact-miscore:0.70
uniprotkb:P49710	uniprotkb:P25911	intact:EBI-924601|uniprotkb:Q922I8	intact:EBI-643537|uniprotkb:Q62127	psi-mi:hcls1_mouse(display_long)|uniprotkb:Hcls1(gene name)|psi-mi:Hcls1(display_short)|uniprotkb:Hs1(gene name synonym)|uniprotkb:Hematopoietic cell-specific LYN substrate 1(gene name synonym)|uniprotkb:LckBP1(gene name synonym)	psi-mi:lyn_mouse(display_long)|uniprotkb:V-yes-1 Yamaguchi sarcoma viral related oncogene homolog(gene name synonym)|uniprotkb:p53Lyn(gene name synonym)|uniprotkb:p56Lyn(gene name synonym)|uniprotkb:Lyn(gene name)|psi-mi:Lyn(display_short)	psi-mi:"MI:0018"(two hybrid)	Ingley et al. (2000)	pubmed:10713104|imex:IM-14458	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-924616|imex:IM-14458-1	intact-miscore:0.70
uniprotkb:P49710	uniprotkb:P25911	intact:EBI-924601|uniprotkb:Q922I8	intact:EBI-643537|uniprotkb:Q62127	psi-mi:hcls1_mouse(display_long)|uniprotkb:Hcls1(gene name)|psi-mi:Hcls1(display_short)|uniprotkb:Hs1(gene name synonym)|uniprotkb:Hematopoietic cell-specific LYN substrate 1(gene name synonym)|uniprotkb:LckBP1(gene name synonym)	psi-mi:lyn_mouse(display_long)|uniprotkb:V-yes-1 Yamaguchi sarcoma viral related oncogene homolog(gene name synonym)|uniprotkb:p53Lyn(gene name synonym)|uniprotkb:p56Lyn(gene name synonym)|uniprotkb:Lyn(gene name)|psi-mi:Lyn(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Ingley et al. (2000)	pubmed:10713104|imex:IM-14458	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-925016|imex:IM-14458-4	intact-miscore:0.70
uniprotkb:P49710	uniprotkb:P06240	intact:EBI-924601|uniprotkb:Q922I8	intact:EBI-1401|uniprotkb:Q62320|uniprotkb:Q61795|uniprotkb:Q61794|uniprotkb:Q91X65	psi-mi:hcls1_mouse(display_long)|uniprotkb:Hcls1(gene name)|psi-mi:Hcls1(display_short)|uniprotkb:Hs1(gene name synonym)|uniprotkb:Hematopoietic cell-specific LYN substrate 1(gene name synonym)|uniprotkb:LckBP1(gene name synonym)	psi-mi:lck_mouse(display_long)|uniprotkb:Lymphocyte cell-specific protein-tyrosine kinase(gene name synonym)|uniprotkb:p56-LCK(gene name synonym)|uniprotkb:Leukocyte C-terminal Src kinase(gene name synonym)|uniprotkb:Lck(gene name)|psi-mi:Lck(display_short)|uniprotkb:Lsk-t(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Ingley et al. (2000)	pubmed:10713104|imex:IM-14458	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-925022|imex:IM-14458-6	intact-miscore:0.70
uniprotkb:P49710	uniprotkb:P25911	intact:EBI-924601|uniprotkb:Q922I8	intact:EBI-643537|uniprotkb:Q62127	psi-mi:hcls1_mouse(display_long)|uniprotkb:Hcls1(gene name)|psi-mi:Hcls1(display_short)|uniprotkb:Hs1(gene name synonym)|uniprotkb:Hematopoietic cell-specific LYN substrate 1(gene name synonym)|uniprotkb:LckBP1(gene name synonym)	psi-mi:lyn_mouse(display_long)|uniprotkb:V-yes-1 Yamaguchi sarcoma viral related oncogene homolog(gene name synonym)|uniprotkb:p53Lyn(gene name synonym)|uniprotkb:p56Lyn(gene name synonym)|uniprotkb:Lyn(gene name)|psi-mi:Lyn(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Ingley et al. (2000)	pubmed:10713104|imex:IM-14458	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-925483|imex:IM-14458-8	intact-miscore:0.70
