#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:Q9UBN6	uniprotkb:Q9HC62	intact:EBI-1044859|uniprotkb:B2R8W0|uniprotkb:Q9Y6Q4	intact:EBI-714881|uniprotkb:Q9P2L5|intact:EBI-10966410|uniprotkb:B4DQ42|uniprotkb:Q8IW97|uniprotkb:Q96SR2	psi-mi:tr10d_human(display_long)|uniprotkb:Decoy receptor 2(gene name synonym)|uniprotkb:TNF-related apoptosis-inducing ligand receptor 4(gene name synonym)|uniprotkb:TRAIL receptor with a truncated death domain(gene name synonym)|uniprotkb:TNFRSF10D(gene name)|psi-mi:TNFRSF10D(display_short)|uniprotkb:DCR2(gene name synonym)|uniprotkb:TRAILR4(gene name synonym)|uniprotkb:TRUNDD(gene name synonym)|uniprotkb:UNQ251/PRO288(orf name)	psi-mi:senp2_human(display_long)|uniprotkb:Sentrin/SUMO-specific protease SENP2(gene name synonym)|uniprotkb:SMT3-specific isopeptidase 2(gene name synonym)|uniprotkb:Axam2(gene name synonym)|uniprotkb:SENP2(gene name)|psi-mi:SENP2(display_short)|uniprotkb:KIAA1331(gene name synonym)	psi-mi:"MI:1112"(two hybrid prey pooling approach)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25242246|imex:IM-25472-90035	author score:0.701271178555|intact-miscore:0.56
uniprotkb:Q9UBN6	uniprotkb:Q9UGP5-2	intact:EBI-1044859|uniprotkb:B2R8W0|uniprotkb:Q9Y6Q4	intact:EBI-10320765	psi-mi:tr10d_human(display_long)|uniprotkb:Decoy receptor 2(gene name synonym)|uniprotkb:TNF-related apoptosis-inducing ligand receptor 4(gene name synonym)|uniprotkb:TRAIL receptor with a truncated death domain(gene name synonym)|uniprotkb:TNFRSF10D(gene name)|psi-mi:TNFRSF10D(display_short)|uniprotkb:DCR2(gene name synonym)|uniprotkb:TRAILR4(gene name synonym)|uniprotkb:TRUNDD(gene name synonym)|uniprotkb:UNQ251/PRO288(orf name)	psi-mi:q9ugp5-2(display_long)|uniprotkb:POLL(gene name)|psi-mi:POLL(display_short)|uniprotkb:DNA polymerase beta-2(gene name synonym)|uniprotkb:DNA polymerase kappa(gene name synonym)	psi-mi:"MI:1112"(two hybrid prey pooling approach)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25243452|imex:IM-25472-90101	author score:0.704694870073|intact-miscore:0.56
uniprotkb:Q9UBN6	uniprotkb:P53367	intact:EBI-1044859|uniprotkb:B2R8W0|uniprotkb:Q9Y6Q4	intact:EBI-2808808|uniprotkb:B4DS69|uniprotkb:Q9Y2X6|uniprotkb:Q3SYL4|uniprotkb:Q2M2X4	psi-mi:tr10d_human(display_long)|uniprotkb:Decoy receptor 2(gene name synonym)|uniprotkb:TNF-related apoptosis-inducing ligand receptor 4(gene name synonym)|uniprotkb:TRAIL receptor with a truncated death domain(gene name synonym)|uniprotkb:TNFRSF10D(gene name)|psi-mi:TNFRSF10D(display_short)|uniprotkb:DCR2(gene name synonym)|uniprotkb:TRAILR4(gene name synonym)|uniprotkb:TRUNDD(gene name synonym)|uniprotkb:UNQ251/PRO288(orf name)	psi-mi:arfp1_human(display_long)|uniprotkb:ARFIP1(gene name)|psi-mi:ARFIP1(display_short)|uniprotkb:ADP-ribosylation factor-interacting protein 1(gene name synonym)	psi-mi:"MI:1112"(two hybrid prey pooling approach)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25175859|imex:IM-25472-74896	author score:0.682063563224|intact-miscore:0.56
uniprotkb:Q9UBN6	uniprotkb:Q9UKF7-2	intact:EBI-1044859|uniprotkb:B2R8W0|uniprotkb:Q9Y6Q4	intact:EBI-14223623	psi-mi:tr10d_human(display_long)|uniprotkb:Decoy receptor 2(gene name synonym)|uniprotkb:TNF-related apoptosis-inducing ligand receptor 4(gene name synonym)|uniprotkb:TRAIL receptor with a truncated death domain(gene name synonym)|uniprotkb:TNFRSF10D(gene name)|psi-mi:TNFRSF10D(display_short)|uniprotkb:DCR2(gene name synonym)|uniprotkb:TRAILR4(gene name synonym)|uniprotkb:TRUNDD(gene name synonym)|uniprotkb:UNQ251/PRO288(orf name)	psi-mi:q9ukf7-2(display_long)|uniprotkb:PITPNC1(gene name)|psi-mi:PITPNC1(display_short)|uniprotkb:Mammalian rdgB homolog beta(gene name synonym)|uniprotkb:Retinal degeneration B homolog beta(gene name synonym)	psi-mi:"MI:1112"(two hybrid prey pooling approach)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25193222|imex:IM-25472-85886	author score:0.704694870073|intact-miscore:0.56
uniprotkb:Q9UBN6	uniprotkb:Q9NTN9-2	intact:EBI-1044859|uniprotkb:B2R8W0|uniprotkb:Q9Y6Q4	intact:EBI-12913124	psi-mi:tr10d_human(display_long)|uniprotkb:Decoy receptor 2(gene name synonym)|uniprotkb:TNF-related apoptosis-inducing ligand receptor 4(gene name synonym)|uniprotkb:TRAIL receptor with a truncated death domain(gene name synonym)|uniprotkb:TNFRSF10D(gene name)|psi-mi:TNFRSF10D(display_short)|uniprotkb:DCR2(gene name synonym)|uniprotkb:TRAILR4(gene name synonym)|uniprotkb:TRUNDD(gene name synonym)|uniprotkb:UNQ251/PRO288(orf name)	psi-mi:q9ntn9-2(display_long)|uniprotkb:SEMA4G(gene name)|psi-mi:SEMA4G(display_short)|uniprotkb:KIAA1619(gene name synonym)	psi-mi:"MI:1112"(two hybrid prey pooling approach)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25230062|imex:IM-25472-89363	author score:0.69834859743|intact-miscore:0.56
uniprotkb:Q9UBN6	uniprotkb:Q7Z6M4	intact:EBI-1044859|uniprotkb:B2R8W0|uniprotkb:Q9Y6Q4	intact:EBI-948435|uniprotkb:Q9P0E0|uniprotkb:A8K6K0	psi-mi:tr10d_human(display_long)|uniprotkb:Decoy receptor 2(gene name synonym)|uniprotkb:TNF-related apoptosis-inducing ligand receptor 4(gene name synonym)|uniprotkb:TRAIL receptor with a truncated death domain(gene name synonym)|uniprotkb:TNFRSF10D(gene name)|psi-mi:TNFRSF10D(display_short)|uniprotkb:DCR2(gene name synonym)|uniprotkb:TRAILR4(gene name synonym)|uniprotkb:TRUNDD(gene name synonym)|uniprotkb:UNQ251/PRO288(orf name)	psi-mi:mtef4_human(display_long)|uniprotkb:Mitochondrial transcription termination factor 4(gene name synonym)|uniprotkb:mTERF domain-containing protein 2(gene name synonym)|uniprotkb:MTERF4(gene name)|psi-mi:MTERF4(display_short)|uniprotkb:MTERFD2(gene name synonym)|uniprotkb:HSPC096(orf name)	psi-mi:"MI:1112"(two hybrid prey pooling approach)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25232029|imex:IM-25472-89472	author score:0.682063563224|intact-miscore:0.56
uniprotkb:Q9UBN6	uniprotkb:P49585	intact:EBI-1044859|uniprotkb:B2R8W0|uniprotkb:Q9Y6Q4	intact:EBI-2563309|uniprotkb:Q86Y88|uniprotkb:A9LYK9|uniprotkb:D3DXB1	psi-mi:tr10d_human(display_long)|uniprotkb:Decoy receptor 2(gene name synonym)|uniprotkb:TNF-related apoptosis-inducing ligand receptor 4(gene name synonym)|uniprotkb:TRAIL receptor with a truncated death domain(gene name synonym)|uniprotkb:TNFRSF10D(gene name)|psi-mi:TNFRSF10D(display_short)|uniprotkb:DCR2(gene name synonym)|uniprotkb:TRAILR4(gene name synonym)|uniprotkb:TRUNDD(gene name synonym)|uniprotkb:UNQ251/PRO288(orf name)	psi-mi:pcy1a_human(display_long)|uniprotkb:PCYT1A(gene name)|psi-mi:PCYT1A(display_short)|uniprotkb:CTPCT(gene name synonym)|uniprotkb:PCYT1(gene name synonym)|uniprotkb:Phosphorylcholine transferase A(gene name synonym)|uniprotkb:"CTP:phosphocholine cytidylyltransferase A"(gene name synonym)|uniprotkb:CCT-alpha(gene name synonym)	psi-mi:"MI:1112"(two hybrid prey pooling approach)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25232641|imex:IM-25472-89506	author score:0.721615855663|intact-miscore:0.56
uniprotkb:Q9UBN6	uniprotkb:Q96LZ7	intact:EBI-1044859|uniprotkb:B2R8W0|uniprotkb:Q9Y6Q4	intact:EBI-2806908|uniprotkb:Q8N657|uniprotkb:Q8NHM0|uniprotkb:Q8N9A2|uniprotkb:Q4ZG33|uniprotkb:Q6UXN4|uniprotkb:A9UMZ7|uniprotkb:Q8NCV6|uniprotkb:A9UN00	psi-mi:tr10d_human(display_long)|uniprotkb:Decoy receptor 2(gene name synonym)|uniprotkb:TNF-related apoptosis-inducing ligand receptor 4(gene name synonym)|uniprotkb:TRAIL receptor with a truncated death domain(gene name synonym)|uniprotkb:TNFRSF10D(gene name)|psi-mi:TNFRSF10D(display_short)|uniprotkb:DCR2(gene name synonym)|uniprotkb:TRAILR4(gene name synonym)|uniprotkb:TRUNDD(gene name synonym)|uniprotkb:UNQ251/PRO288(orf name)	psi-mi:rmd2_human(display_long)|uniprotkb:RMDN2(gene name)|psi-mi:RMDN2(display_short)|uniprotkb:FAM82A(gene name synonym)|uniprotkb:FAM82A1(gene name synonym)|uniprotkb:Protein FAM82A1(gene name synonym)|uniprotkb:BLOCK18(orf name)|uniprotkb:UNQ9371/PRO34163(orf name)	psi-mi:"MI:1112"(two hybrid prey pooling approach)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25170395|imex:IM-25472-74595	author score:0.681827082921|intact-miscore:0.56
uniprotkb:O14763	uniprotkb:Q12797-6	intact:EBI-518882|uniprotkb:Q6UXM8|uniprotkb:Q7Z360|uniprotkb:O14720|uniprotkb:O15508|uniprotkb:O15517|uniprotkb:O15531|uniprotkb:Q9BVE0	intact:EBI-12092171	psi-mi:tr10b_human(display_long)|uniprotkb:Death receptor 5(gene name synonym)|uniprotkb:TNF-related apoptosis-inducing ligand receptor 2(gene name synonym)|uniprotkb:UNQ160/PRO186(orf name)|uniprotkb:TNFRSF10B(gene name)|psi-mi:TNFRSF10B(display_short)|uniprotkb:DR5(gene name synonym)|uniprotkb:KILLER(gene name synonym)|uniprotkb:TRAILR2(gene name synonym)|uniprotkb:TRICK2(gene name synonym)|uniprotkb:ZTNFR9(gene name synonym)	psi-mi:q12797-6(display_long)|uniprotkb:ASPH(gene name)|psi-mi:ASPH(display_short)|uniprotkb:Aspartate beta-hydroxylase(gene name synonym)|uniprotkb:BAH(gene name synonym)|uniprotkb:Peptide-aspartate beta-dioxygenase(gene name synonym)	psi-mi:"MI:1112"(two hybrid prey pooling approach)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-23204808|imex:IM-25472-49049	author score:0.819081262405|intact-miscore:0.56
uniprotkb:O14763	uniprotkb:P15941-11	intact:EBI-518882|uniprotkb:Q6UXM8|uniprotkb:Q7Z360|uniprotkb:O14720|uniprotkb:O15508|uniprotkb:O15517|uniprotkb:O15531|uniprotkb:Q9BVE0	intact:EBI-17263240	psi-mi:tr10b_human(display_long)|uniprotkb:Death receptor 5(gene name synonym)|uniprotkb:TNF-related apoptosis-inducing ligand receptor 2(gene name synonym)|uniprotkb:UNQ160/PRO186(orf name)|uniprotkb:TNFRSF10B(gene name)|psi-mi:TNFRSF10B(display_short)|uniprotkb:DR5(gene name synonym)|uniprotkb:KILLER(gene name synonym)|uniprotkb:TRAILR2(gene name synonym)|uniprotkb:TRICK2(gene name synonym)|uniprotkb:ZTNFR9(gene name synonym)	psi-mi:p15941-11(display_long)|uniprotkb:MUC1(gene name)|psi-mi:MUC1(display_short)|uniprotkb:PUM(gene name synonym)|uniprotkb:Breast carcinoma-associated antigen DF3(gene name synonym)|uniprotkb:Cancer antigen 15-3(gene name synonym)|uniprotkb:Carcinoma-associated mucin(gene name synonym)|uniprotkb:Episialin(gene name synonym)|uniprotkb:H23AG(gene name synonym)|uniprotkb:Krebs von den Lungen-6(gene name synonym)|uniprotkb:PEMT(gene name synonym)|uniprotkb:Peanut-reactive urinary mucin(gene name synonym)|uniprotkb:Polymorphic epithelial mucin(gene name synonym)|uniprotkb:Tumor-associated epithelial membrane antigen(gene name synonym)|uniprotkb:Tumor-associated mucin(gene name synonym)	psi-mi:"MI:0397"(two hybrid array)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-24116936|imex:IM-25472-101744	author score:0.647280856103|intact-miscore:0.56
