#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:Q8NG35	intact:EBI-22326698	intact:EBI-18253261|uniprotkb:A1A581|uniprotkb:Q8IZN8	-	psi-mi:d105a_human(display_long)|uniprotkb:Beta-defensin 5(gene name synonym)|uniprotkb:Defensin, beta 105(gene name synonym)|uniprotkb:DEFB105A(gene name)|psi-mi:DEFB105A(display_short)|uniprotkb:BD5(gene name synonym)|uniprotkb:DEFB105(gene name synonym)|uniprotkb:DEFB5(gene name synonym)|uniprotkb:DEFB105B(gene name)|psi-mi:DEFB105B(display_short)	psi-mi:"ccsb orf id: 2260"(display_short)|psi-mi:EBI-22326698(display_long)	psi-mi:"MI:1112"(two hybrid prey pooling approach)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25178393|imex:IM-25472-83074	author score:0.713903156848|intact-miscore:0.56
uniprotkb:Q30KQ8	intact:EBI-16436789	intact:EBI-17470374|uniprotkb:Q8NET0	-	psi-mi:db112_human(display_long)|uniprotkb:Beta-defensin 12(gene name synonym)|uniprotkb:Defensin, beta 112(gene name synonym)|uniprotkb:DEFB112(gene name)|psi-mi:DEFB112(display_short)|uniprotkb:DEFB12(gene name synonym)	psi-mi:"ccsb orf id: 56524"(display_short)|psi-mi:EBI-16436789(display_long)	psi-mi:"MI:1112"(two hybrid prey pooling approach)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25178093|imex:IM-25472-83057	author score:0.695953467636|intact-miscore:0.56
uniprotkb:Q30KQ8	uniprotkb:B2RUY7	intact:EBI-17470374|uniprotkb:Q8NET0	intact:EBI-11747707|uniprotkb:A6NC69|uniprotkb:B2RUW7|uniprotkb:B7X8X1	psi-mi:db112_human(display_long)|uniprotkb:Beta-defensin 12(gene name synonym)|uniprotkb:Defensin, beta 112(gene name synonym)|uniprotkb:DEFB112(gene name)|psi-mi:DEFB112(display_short)|uniprotkb:DEFB12(gene name synonym)	psi-mi:vwc2l_human(display_long)|uniprotkb:VWC2L(gene name)|psi-mi:VWC2L(display_short)|uniprotkb:Brorin-like(gene name synonym)	psi-mi:"MI:1112"(two hybrid prey pooling approach)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25183945|imex:IM-25472-84368	author score:0.711593856211|intact-miscore:0.56
uniprotkb:Q8NG35	intact:EBI-22326698	intact:EBI-18253261|uniprotkb:A1A581|uniprotkb:Q8IZN8	-	psi-mi:d105a_human(display_long)|uniprotkb:Beta-defensin 5(gene name synonym)|uniprotkb:Defensin, beta 105(gene name synonym)|uniprotkb:DEFB105A(gene name)|psi-mi:DEFB105A(display_short)|uniprotkb:BD5(gene name synonym)|uniprotkb:DEFB105(gene name synonym)|uniprotkb:DEFB5(gene name synonym)|uniprotkb:DEFB105B(gene name)|psi-mi:DEFB105B(display_short)	psi-mi:"ccsb orf id: 2260"(display_short)|psi-mi:EBI-22326698(display_long)	psi-mi:"MI:0397"(two hybrid array)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-24109685|imex:IM-25472-101341	author score:0.713903156848|intact-miscore:0.56
uniprotkb:Q30KQ5	uniprotkb:Q9UMX0	intact:EBI-12253292	intact:EBI-741480|uniprotkb:Q5T6J5|uniprotkb:Q5T6J9|uniprotkb:A0A024R284|uniprotkb:Q8IXS9|uniprotkb:Q8N2Q3|uniprotkb:Q9H0T8|uniprotkb:Q9H3R4|uniprotkb:Q9HAZ5	psi-mi:db115_human(display_long)|uniprotkb:DEFB115(gene name)|psi-mi:DEFB115(display_short)|uniprotkb:Beta-defensin 15(gene name synonym)|uniprotkb:DEFB15(gene name synonym)|uniprotkb:Defensin, beta 115(gene name synonym)	psi-mi:ubql1_human(display_long)|uniprotkb:Protein linking IAP with cytoskeleton 1(gene name synonym)|uniprotkb:UBQLN1(gene name)|psi-mi:UBQLN1(display_short)|uniprotkb:DA41(gene name synonym)|uniprotkb:PLIC1(gene name synonym)	psi-mi:"MI:0397"(two hybrid array)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-24120131|imex:IM-25472-101921	intact-miscore:0.56
uniprotkb:Q96PH6	uniprotkb:P43080	intact:EBI-17250528|uniprotkb:Q17RC4|uniprotkb:Q8N691|uniprotkb:Q9NUH0	intact:EBI-6873005|uniprotkb:Q7Z6T1|uniprotkb:B3KWT4|uniprotkb:Q9NU14	psi-mi:db118_human(display_long)|uniprotkb:Beta-defensin 18(gene name synonym)|uniprotkb:Defensin, beta 118(gene name synonym)|uniprotkb:Epididymal secretory protein 13.6(gene name synonym)|uniprotkb:DEFB118(gene name)|psi-mi:DEFB118(display_short)|uniprotkb:C20orf63(gene name synonym)|uniprotkb:DEFB18(gene name synonym)|uniprotkb:ESC42(gene name synonym)	psi-mi:guc1a_human(display_long)|uniprotkb:C6orf131(gene name synonym)|uniprotkb:GCAP(gene name synonym)|uniprotkb:GCAP1(gene name synonym)|uniprotkb:GUCA1(gene name synonym)|uniprotkb:Guanylate cyclase activator 1A(gene name synonym)|uniprotkb:GUCA1A(gene name)|psi-mi:GUCA1A(display_short)	psi-mi:"MI:0397"(two hybrid array)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-24191853|imex:IM-25472-105898	author score:0.741960658121|intact-miscore:0.56
uniprotkb:P59861	uniprotkb:O43765	intact:EBI-12304807	intact:EBI-347996|intact:EBI-1045243|uniprotkb:Q6FIA9|uniprotkb:D6W610|uniprotkb:Q9BTZ9	psi-mi:d131a_human(display_long)|uniprotkb:DEFB131A(gene name)|psi-mi:DEFB131A(display_short)|uniprotkb:Beta-defensin 31(gene name synonym)|uniprotkb:DEFB131(gene name synonym)|uniprotkb:DEFB31(gene name synonym)|uniprotkb:Defensin, beta 131(gene name synonym)	psi-mi:sgta_human(display_long)|uniprotkb:SGTA(gene name)|psi-mi:SGTA(display_short)|uniprotkb:SGT(gene name synonym)|uniprotkb:Alpha-SGT(gene name synonym)|uniprotkb:Vpu-binding protein(gene name synonym)|uniprotkb:SGT1(gene name synonym)	psi-mi:"MI:1356"(validated two hybrid)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-24321768|imex:IM-25472-115114	intact-miscore:0.56
uniprotkb:Q30KQ8	uniprotkb:B2RUY7	intact:EBI-17470374|uniprotkb:Q8NET0	intact:EBI-11747707|uniprotkb:A6NC69|uniprotkb:B2RUW7|uniprotkb:B7X8X1	psi-mi:db112_human(display_long)|uniprotkb:Beta-defensin 12(gene name synonym)|uniprotkb:Defensin, beta 112(gene name synonym)|uniprotkb:DEFB112(gene name)|psi-mi:DEFB112(display_short)|uniprotkb:DEFB12(gene name synonym)	psi-mi:vwc2l_human(display_long)|uniprotkb:VWC2L(gene name)|psi-mi:VWC2L(display_short)|uniprotkb:Brorin-like(gene name synonym)	psi-mi:"MI:0397"(two hybrid array)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-24132950|imex:IM-25472-102635	author score:0.711593856211|intact-miscore:0.56
uniprotkb:Q30KQ8	intact:EBI-16436789	intact:EBI-17470374|uniprotkb:Q8NET0	-	psi-mi:db112_human(display_long)|uniprotkb:Beta-defensin 12(gene name synonym)|uniprotkb:Defensin, beta 112(gene name synonym)|uniprotkb:DEFB112(gene name)|psi-mi:DEFB112(display_short)|uniprotkb:DEFB12(gene name synonym)	psi-mi:"ccsb orf id: 56524"(display_short)|psi-mi:EBI-16436789(display_long)	psi-mi:"MI:0397"(two hybrid array)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-24109385|imex:IM-25472-101324	author score:0.695953467636|intact-miscore:0.56
uniprotkb:Q30KQ5	uniprotkb:Q9UMX0	intact:EBI-12253292	intact:EBI-741480|uniprotkb:Q5T6J5|uniprotkb:Q5T6J9|uniprotkb:A0A024R284|uniprotkb:Q8IXS9|uniprotkb:Q8N2Q3|uniprotkb:Q9H0T8|uniprotkb:Q9H3R4|uniprotkb:Q9HAZ5	psi-mi:db115_human(display_long)|uniprotkb:DEFB115(gene name)|psi-mi:DEFB115(display_short)|uniprotkb:Beta-defensin 15(gene name synonym)|uniprotkb:DEFB15(gene name synonym)|uniprotkb:Defensin, beta 115(gene name synonym)	psi-mi:ubql1_human(display_long)|uniprotkb:Protein linking IAP with cytoskeleton 1(gene name synonym)|uniprotkb:UBQLN1(gene name)|psi-mi:UBQLN1(display_short)|uniprotkb:DA41(gene name synonym)|uniprotkb:PLIC1(gene name synonym)	psi-mi:"MI:1112"(two hybrid prey pooling approach)	Luck et al. (2017)	pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-23828279|imex:IM-25472-83654	intact-miscore:0.56
